scenario,cum_n2o_emitted_kgN,cum_aeration_energy,final_nh4_mgN_L
low_do,0.19846630202397178,25.611800872804203,15.375482243979937
medium_do,0.19141776524275728,35.10120535017472,14.020543029418212
high_do,0.14207513088271095,47.37006180880417,13.548796743272357
dynamic_do,0.1521413091391098,43.15713690200475,13.634490385210608
